"STATION","NAME","DATE","PRCP","SNWD","TAVG","TMAX","TMIN"
"UKM00003772","HEATHROW, UK","1995-01-19","0.41",,"42","50","35"
"UKM00003772","HEATHROW, UK","1995-01-20","0.26",,"45","49",
"UKM00003772","HEATHROW, UK","1995-01-21",,,"44","50","38"
"UKM00003772","HEATHROW, UK","1995-01-22","0.47",,"43","45",
"UKM00003772","HEATHROW, UK","1995-01-23","0.08",,"42","48","37"
"UKM00003772","HEATHROW, UK","1995-01-24",,,"43","45",
"UKM00003772","HEATHROW, UK","1995-01-25","0.31",,"46","55","40"
"UKM00003772","HEATHROW, UK","1995-01-26","0.35",,"44",,
"UKM00003772","HEATHROW, UK","1995-01-27",,,"39",,"29"
"UKM00003772","HEATHROW, UK","1995-01-28","0.06",,"48",,
"UKM00003772","HEATHROW, UK","1995-01-29","0.24",,"49","54",
"UKM00003772","HEATHROW, UK","1995-01-30",,,"40","45",
"UKM00003772","HEATHROW, UK","1995-01-31","0.08",,"48",,"36"
"UKM00003772","HEATHROW, UK","1995-02-01","0.41",,"50",,
"UKM00003772","HEATHROW, UK","1995-02-02","0.00",,"42","48",
"UKM00003772","HEATHROW, UK","1995-02-03",,,"49","51","42"
"UKM00003772","HEATHROW, UK","1995-02-04","0.00",,"49","56",
"UKM00003772","HEATHROW, UK","1995-02-05","0.00",,"47",,"37"
"UKM00003772","HEATHROW, UK","1995-02-06",,,"51","53",
"UKM00003772","HEATHROW, UK","1995-02-07","0.00",,"49","51","47"
"UKM00003772","HEATHROW, UK","1995-02-08","0.31",,"45","50",
"UKM00003772","HEATHROW, UK","1995-02-09",,,"40",,"36"
"UKM00003772","HEATHROW, UK","1995-02-10",,,"46",,"40"
"UKM00003772","HEATHROW, UK","1995-02-11","0.16",,"49","54","46"
"UKM00003772","HEATHROW, UK","1995-02-12",,,"48","56","44"
"UKM00003772","HEATHROW, UK","1995-02-13","0.14",,"48","53",
"UKM00003772","HEATHROW, UK","1995-02-14","0.24",,"47","54","40"
"UKM00003772","HEATHROW, UK","1995-02-15","0.08",,"50","54",
"UKM00003772","HEATHROW, UK","1995-02-16","0.24",,"46","52","40"
"UKM00003772","HEATHROW, UK","1995-02-17","0.04",,"43","50",
"UKM00003772","HEATHROW, UK","1995-02-18",,,"44","51","35"
"UKM00003772","HEATHROW, UK","1995-02-19","0.20",,"48",,"44"
"UKM00003772","HEATHROW, UK","1995-02-20",,,"47","51","42"
"UKM00003772","HEATHROW, UK","1995-02-21","0.28",,"44","48",
"UKM00003772","HEATHROW, UK","1995-02-22",,,"44","51",
"UKM00003772","HEATHROW, UK","1995-02-23",,,"41","47","35"
"UKM00003772","HEATHROW, UK","1995-02-24","0.18",,"44","47","41"
"UKM00003772","HEATHROW, UK","1995-02-25","0.02",,"43","48",
"UKM00003772","HEATHROW, UK","1995-02-26",,,"39","47","33"
"UKM00003772","HEATHROW, UK","1995-02-27",,,"41",,"29"
"UKM00003772","HEATHROW, UK","1995-02-28",,,"51","55","48"
"UKM00003772","HEATHROW, UK","1995-03-01","0.24",,"46",,
"UKM00003772","HEATHROW, UK","1995-03-02","0.04","0.8","38","47","33"
"UKM00003772","HEATHROW, UK","1995-03-03",,"0.4","37","44","32"
"UKM00003772","HEATHROW, UK","1995-03-04",,,"36","45","25"
"UKM00003772","HEATHROW, UK","1995-03-05","0.12",,"43","49","38"
"UKM00003772","HEATHROW, UK","1995-03-06","0.00",,"40","46",
"UKM00003772","HEATHROW, UK","1995-03-07",,,"38","46","32"
"UKM00003772","HEATHROW, UK","1995-03-08","0.04",,"40","49",
"UKM00003772","HEATHROW, UK","1995-03-09",,,"41","50","31"
"UKM00003772","HEATHROW, UK","1995-03-10","0.00",,"48","58","40"
"UKM00003772","HEATHROW, UK","1995-03-11",,,"50","61","39"
"UKM00003772","HEATHROW, UK","1995-03-12",,,"49","56",
"UKM00003772","HEATHROW, UK","1995-03-13","0.00",,"40","48","35"
"UKM00003772","HEATHROW, UK","1995-03-14",,,"44","55","37"
"UKM00003772","HEATHROW, UK","1995-03-15",,,"40",,
"UKM00003772","HEATHROW, UK","1995-03-16","0.00",,"43","52","33"
"UKM00003772","HEATHROW, UK","1995-03-17","0.31",,"48","54",
"UKM00003772","HEATHROW, UK","1995-03-18","0.00",,"46","54","41"
"UKM00003772","HEATHROW, UK","1995-03-19","0.02",,"42","51","36"
"UKM00003772","HEATHROW, UK","1995-03-20",,,"41","49","33"
"UKM00003772","HEATHROW, UK","1995-03-21","0.00",,"42","51","30"
"UKM00003772","HEATHROW, UK","1995-03-22","0.00",,"44","55","34"
"UKM00003772","HEATHROW, UK","1995-03-23","0.00",,"47","61","33"
"UKM00003772","HEATHROW, UK","1995-03-24","0.00",,"50","61","40"
"UKM00003772","HEATHROW, UK","1995-03-25","0.08",,"51","58","45"
"UKM00003772","HEATHROW, UK","1995-03-26","0.00",,"49","55","46"
"UKM00003772","HEATHROW, UK","1995-03-27","0.04",,"42",,
"UKM00003772","HEATHROW, UK","1995-03-28",,,"40","53","30"
"UKM00003772","HEATHROW, UK","1995-03-29",,,"41","49","32"
"UKM00003772","HEATHROW, UK","1995-03-30","0.00",,"44","54","30"
"UKM00003772","HEATHROW, UK","1995-03-31",,,"54",,"45"
"UKM00003772","HEATHROW, UK","1995-04-01","0.00",,"56","69","46"
"UKM00003772","HEATHROW, UK","1995-04-02","0.00",,"53","67","42"
"UKM00003772","HEATHROW, UK","1995-04-03","0.00",,"53","62","47"
"UKM00003772","HEATHROW, UK","1995-04-04","0.00",,"53","62","44"
"UKM00003772","HEATHROW, UK","1995-04-05","0.00",,"53","60","48"
"UKM00003772","HEATHROW, UK","1995-04-06","0.00",,"58","67","50"
"UKM00003772","HEATHROW, UK","1995-04-07","0.00",,"56","67","45"
"UKM00003772","HEATHROW, UK","1995-04-08","0.00",,"47","54","41"
"UKM00003772","HEATHROW, UK","1995-04-09","0.00",,"48","57","38"
"UKM00003772","HEATHROW, UK","1995-04-10","0.00",,"54","62","47"
"UKM00003772","HEATHROW, UK","1995-04-11","0.00",,"55","66","41"
"UKM00003772","HEATHROW, UK","1995-04-12","0.00",,"52","61","45"
"UKM00003772","HEATHROW, UK","1995-04-13","0.00",,"51","62","40"
"UKM00003772","HEATHROW, UK","1995-04-14",,,"55","64","45"
"UKM00003772","HEATHROW, UK","1995-04-15",,,"51","57",
"UKM00003772","HEATHROW, UK","1995-04-16",,,"49","55","42"
"UKM00003772","HEATHROW, UK","1995-04-17","0.02",,"51","53",
"UKM00003772","HEATHROW, UK","1995-04-18","0.00",,"47","52","33"
"UKM00003772","HEATHROW, UK","1995-04-19",,,"41","53","30"
"UKM00003772","HEATHROW, UK","1995-04-20","0.00",,"43","54","31"
"UKM00003772","HEATHROW, UK","1995-04-21","0.00",,"45","57","31"
"UKM00003772","HEATHROW, UK","1995-04-22","0.16",,"47","54","43"
"UKM00003772","HEATHROW, UK","1995-04-23","0.00",,"51","57","46"
"UKM00003772","HEATHROW, UK","1995-04-24","0.20",,"49",,"46"
"UKM00003772","HEATHROW, UK","1995-04-25","0.00",,"56","69","47"
"UKM00003772","HEATHROW, UK","1995-04-26","0.20",,"47",,
"UKM00003772","HEATHROW, UK","1995-04-27","0.00",,"46","54","41"
"UKM00003772","HEATHROW, UK","1995-04-28","0.00",,"47","54","43"
"UKM00003772","HEATHROW, UK","1995-04-29",,,"49","54","42"
"UKM00003772","HEATHROW, UK","1995-04-30",,,"53",,
"UKM00003772","HEATHROW, UK","1995-05-01",,,"56",,"45"
"UKM00003772","HEATHROW, UK","1995-05-02","0.00",,"62","75","49"
"UKM00003772","HEATHROW, UK","1995-05-03","0.00",,"64","78","50"
"UKM00003772","HEATHROW, UK","1995-05-04","0.00",,"66","80","49"
"UKM00003772","HEATHROW, UK","1995-05-05","0.00",,"67","80","51"
"UKM00003772","HEATHROW, UK","1995-05-06","0.00",,"68","80","52"
"UKM00003772","HEATHROW, UK","1995-05-07","0.00",,"68","81","55"
"UKM00003772","HEATHROW, UK","1995-05-08",,,"57","65",
"UKM00003772","HEATHROW, UK","1995-05-09","0.00",,"53","61","43"
"UKM00003772","HEATHROW, UK","1995-05-10","0.00",,"51","62","40"
"UKM00003772","HEATHROW, UK","1995-05-11","0.00",,"47","52","44"
"UKM00003772","HEATHROW, UK","1995-05-12","0.00",,"46","51","40"
"UKM00003772","HEATHROW, UK","1995-05-13",,,"46","55","39"
"UKM00003772","HEATHROW, UK","1995-05-14","0.00",,"48","58","37"
"UKM00003772","HEATHROW, UK","1995-05-15","0.00",,"50","62","37"
"UKM00003772","HEATHROW, UK","1995-05-16",,,"51","59","44"
"UKM00003772","HEATHROW, UK","1995-05-17","0.51",,"48","54",
"UKM00003772","HEATHROW, UK","1995-05-18",,,"49","58","39"
"UKM00003772","HEATHROW, UK","1995-05-19",,,"52",,"41"
"UKM00003772","HEATHROW, UK","1995-05-20","0.00",,"52","59","43"
"UKM00003772","HEATHROW, UK","1995-05-21","0.00",,"54","63","41"
"UKM00003772","HEATHROW, UK","1995-05-22","0.00",,"57","67","45"
"UKM00003772","HEATHROW, UK","1995-05-23","0.00",,"61","73","49"
"UKM00003772","HEATHROW, UK","1995-05-24",,,"59","69","52"
"UKM00003772","HEATHROW, UK","1995-05-25","0.00",,"59","69","49"
"UKM00003772","HEATHROW, UK","1995-05-26","0.00",,"59","69","50"
"UKM00003772","HEATHROW, UK","1995-05-27","0.02",,"61","70",
"UKM00003772","HEATHROW, UK","1995-05-28","0.10",,"62","70",
"UKM00003772","HEATHROW, UK","1995-05-29",,,"58","68","51"
"UKM00003772","HEATHROW, UK","1995-05-30","0.26",,"56","66","50"
"UKM00003772","HEATHROW, UK","1995-05-31",,,"59","69","52"
"UKM00003772","HEATHROW, UK","1995-06-01","0.00",,"57","66","46"
"UKM00003772","HEATHROW, UK","1995-06-02",,,"59","66","52"
"UKM00003772","HEATHROW, UK","1995-06-03",,,"56","61","54"
"UKM00003772","HEATHROW, UK","1995-06-04","0.08",,"57","61","53"
"UKM00003772","HEATHROW, UK","1995-06-05","0.00",,"58","65","51"
"UKM00003772","HEATHROW, UK","1995-06-06",,,"59","64","52"
"UKM00003772","HEATHROW, UK","1995-06-07","0.00",,"60","68",
"UKM00003772","HEATHROW, UK","1995-06-08","0.00",,"54","62","46"
"UKM00003772","HEATHROW, UK","1995-06-09",,,"54","65","44"
"UKM00003772","HEATHROW, UK","1995-06-10",,,"54","59","48"
"UKM00003772","HEATHROW, UK","1995-06-11","0.02",,"55","61",
"UKM00003772","HEATHROW, UK","1995-06-12","0.00",,"52","58",
"UKM00003772","HEATHROW, UK","1995-06-13",,,"52","58","47"
"UKM00003772","HEATHROW, UK","1995-06-14","0.00",,"55","62","49"
"UKM00003772","HEATHROW, UK","1995-06-15",,,"57","64","48"
"UKM00003772","HEATHROW, UK","1995-06-16",,,"59","72","49"
"UKM00003772","HEATHROW, UK","1995-06-17",,,"57","60","52"
"UKM00003772","HEATHROW, UK","1995-06-18",,,"62","73","54"
"UKM00003772","HEATHROW, UK","1995-06-19","0.00",,"64","78","51"
"UKM00003772","HEATHROW, UK","1995-06-20","0.00",,"66","77","55"
"UKM00003772","HEATHROW, UK","1995-06-21","0.00",,"65","74","54"
"UKM00003772","HEATHROW, UK","1995-06-22","0.00",,"64","73","55"
"UKM00003772","HEATHROW, UK","1995-06-23","0.00",,"60","71","49"
"UKM00003772","HEATHROW, UK","1995-06-24","0.00",,"57","61","53"
"UKM00003772","HEATHROW, UK","1995-06-25","0.00",,"63",,"53"
"UKM00003772","HEATHROW, UK","1995-06-26","0.00",,"63","78","53"
"UKM00003772","HEATHROW, UK","1995-06-27","0.00",,"65","81","53"
"UKM00003772","HEATHROW, UK","1995-06-28","0.00",,"71","88","54"
"UKM00003772","HEATHROW, UK","1995-06-29","0.00",,"71","85","58"
"UKM00003772","HEATHROW, UK","1995-06-30","0.00",,"73","90","57"
"UKM00003772","HEATHROW, UK","1995-07-01","0.00",,"63","73","57"
"UKM00003772","HEATHROW, UK","1995-07-02",,,"60","69","53"
"UKM00003772","HEATHROW, UK","1995-07-03",,,"60","68","55"
"UKM00003772","HEATHROW, UK","1995-07-04","0.00",,"63","74","54"
"UKM00003772","HEATHROW, UK","1995-07-05","0.00",,"67","76","61"
"UKM00003772","HEATHROW, UK","1995-07-06","0.00",,"66","77","55"
"UKM00003772","HEATHROW, UK","1995-07-07","0.00",,"68","75",
"UKM00003772","HEATHROW, UK","1995-07-08","0.00",,"70",,"55"
"UKM00003772","HEATHROW, UK","1995-07-09","0.00",,"71","84","59"
"UKM00003772","HEATHROW, UK","1995-07-10","0.00",,"73","90","61"
"UKM00003772","HEATHROW, UK","1995-07-11","0.04",,"74","82","66"
"UKM00003772","HEATHROW, UK","1995-07-12","0.00",,"70","80","60"
"UKM00003772","HEATHROW, UK","1995-07-13",,,"68",,"60"
"UKM00003772","HEATHROW, UK","1995-07-14","0.02",,"67","76","61"
"UKM00003772","HEATHROW, UK","1995-07-15","0.10",,"65","74","58"
"UKM00003772","HEATHROW, UK","1995-07-16",,,"65","75","58"
"UKM00003772","HEATHROW, UK","1995-07-17",,,"65","73","56"
"UKM00003772","HEATHROW, UK","1995-07-18",,,"70","80","61"
"UKM00003772","HEATHROW, UK","1995-07-19","0.00",,"73","80","67"
"UKM00003772","HEATHROW, UK","1995-07-20","0.00",,"76","89","60"
"UKM00003772","HEATHROW, UK","1995-07-21","0.00",,"74","86","64"
"UKM00003772","HEATHROW, UK","1995-07-22","0.00",,"65","74","55"
"UKM00003772","HEATHROW, UK","1995-07-23","0.00",,"67","79","52"
"UKM00003772","HEATHROW, UK","1995-07-24","0.00",,"69","83","55"
"UKM00003772","HEATHROW, UK","1995-07-25","0.00",,"72","83","60"
"UKM00003772","HEATHROW, UK","1995-07-26",,,"71","79","65"
"UKM00003772","HEATHROW, UK","1995-07-27","0.02",,"69","77","61"
"UKM00003772","HEATHROW, UK","1995-07-28",,,"71","79","61"
"UKM00003772","HEATHROW, UK","1995-07-29","0.00",,"75","87","62"
"UKM00003772","HEATHROW, UK","1995-07-30",,,"74","88","61"
"UKM00003772","HEATHROW, UK","1995-07-31","0.00",,"78","91","64"
"UKM00003772","HEATHROW, UK","1995-08-01","0.00",,"80","94","66"
"UKM00003772","HEATHROW, UK","1995-08-02",,,"80","91","70"
"UKM00003772","HEATHROW, UK","1995-08-03","0.00",,"78","90","68"
"UKM00003772","HEATHROW, UK","1995-08-04","0.00",,"69","81","60"
"UKM00003772","HEATHROW, UK","1995-08-05","0.00",,"68","82","56"
"UKM00003772","HEATHROW, UK","1995-08-06","0.00",,"68","80","58"
"UKM00003772","HEATHROW, UK","1995-08-07",,,"65","73","60"
"UKM00003772","HEATHROW, UK","1995-08-08","0.00",,"64","72","57"
"UKM00003772","HEATHROW, UK","1995-08-09","0.00",,"65","79","52"
"UKM00003772","HEATHROW, UK","1995-08-10",,,"71","85","58"
"UKM00003772","HEATHROW, UK","1995-08-11","0.00",,"76","89","61"
"UKM00003772","HEATHROW, UK","1995-08-12","0.00",,"75","88","62"
"UKM00003772","HEATHROW, UK","1995-08-13",,,"71","79","64"
"UKM00003772","HEATHROW, UK","1995-08-14","0.00",,"68","78","58"
"UKM00003772","HEATHROW, UK","1995-08-15","0.00",,"73","86","58"
"UKM00003772","HEATHROW, UK","1995-08-16","0.00",,"76","87","64"
"UKM00003772","HEATHROW, UK","1995-08-17",,,"72","82","64"
"UKM00003772","HEATHROW, UK","1995-08-18","0.00",,"73","86","64"
"UKM00003772","HEATHROW, UK","1995-08-19","0.00",,"74","87","63"
"UKM00003772","HEATHROW, UK","1995-08-20","0.00",,"74","86","63"
"UKM00003772","HEATHROW, UK","1995-08-21","0.00",,"74","87","60"
"UKM00003772","HEATHROW, UK","1995-08-22","0.00",,"73","84","60"
"UKM00003772","HEATHROW, UK","1995-08-23",,,"68","74",
"UKM00003772","HEATHROW, UK","1995-08-24",,,"65","77","54"
"UKM00003772","HEATHROW, UK","1995-08-25","0.00",,"69","79","63"
"UKM00003772","HEATHROW, UK","1995-08-26",,,"67","77","62"
"UKM00003772","HEATHROW, UK","1995-08-27",,,"63","70",
"UKM00003772","HEATHROW, UK","1995-08-28",,,"59","69","52"
"UKM00003772","HEATHROW, UK","1995-08-29",,,"59","66",
"UKM00003772","HEATHROW, UK","1995-08-30","0.00",,"63","72","51"
"UKM00003772","HEATHROW, UK","1995-08-31",,,"64",,"60"
"UKM00003772","HEATHROW, UK","1995-09-01",,,"63",,"58"
"UKM00003772","HEATHROW, UK","1995-09-02",,,"61","66",
"UKM00003772","HEATHROW, UK","1995-09-03","0.00",,"58","70","45"
"UKM00003772","HEATHROW, UK","1995-09-04",,,"60","72","48"
"UKM00003772","HEATHROW, UK","1995-09-05",,,"58","69","51"
"UKM00003772","HEATHROW, UK","1995-09-06",,,"60","70","53"
"UKM00003772","HEATHROW, UK","1995-09-07","0.35",,"63","67","57"
"UKM00003772","HEATHROW, UK","1995-09-08","0.16",,"63","69","59"
"UKM00003772","HEATHROW, UK","1995-09-09","0.00",,"62","72","54"
"UKM00003772","HEATHROW, UK","1995-09-10",,,"59","65","53"
"UKM00003772","HEATHROW, UK","1995-09-11",,,"61","71","56"
"UKM00003772","HEATHROW, UK","1995-09-12","0.06",,"58","67",
"UKM00003772","HEATHROW, UK","1995-09-13",,,"57","68","49"
"UKM00003772","HEATHROW, UK","1995-09-14",,,"57","67","49"
"UKM00003772","HEATHROW, UK","1995-09-15","0.02",,"57","65","51"
"UKM00003772","HEATHROW, UK","1995-09-16","0.59",,"58","65","55"
"UKM00003772","HEATHROW, UK","1995-09-17","0.24",,"60","68","56"
"UKM00003772","HEATHROW, UK","1995-09-18",,,"61","68","54"
"UKM00003772","HEATHROW, UK","1995-09-19","0.12",,"61","66",
"UKM00003772","HEATHROW, UK","1995-09-20",,,"57","65",
"UKM00003772","HEATHROW, UK","1995-09-21",,,"56","67","44"
"UKM00003772","HEATHROW, UK","1995-09-22","0.00",,"60","68","50"
"UKM00003772","HEATHROW, UK","1995-09-23",,,"59","66","53"
"UKM00003772","HEATHROW, UK","1995-09-24","0.20",,"55","62",
"UKM00003772","HEATHROW, UK","1995-09-25","0.00",,"54","63","42"
"UKM00003772","HEATHROW, UK","1995-09-26","0.35",,"60","65",
"UKM00003772","HEATHROW, UK","1995-09-27","0.43",,"54","61",
"UKM00003772","HEATHROW, UK","1995-09-28",,,"49","60","41"
"UKM00003772","HEATHROW, UK","1995-09-29","0.00",,"51","63","40"
"UKM00003772","HEATHROW, UK","1995-09-30",,,"53","65","43"
"UKM00003772","HEATHROW, UK","1995-10-01","0.04",,"60","70",
"UKM00003772","HEATHROW, UK","1995-10-02","0.00",,"58","65","48"
"UKM00003772","HEATHROW, UK","1995-10-03",,,"59","66","50"
"UKM00003772","HEATHROW, UK","1995-10-04","0.26",,"60","64",
"UKM00003772","HEATHROW, UK","1995-10-05","0.00",,"57","65","51"
"UKM00003772","HEATHROW, UK","1995-10-06",,,"58","63","53"
"UKM00003772","HEATHROW, UK","1995-10-07","0.04",,"63","66","58"
"UKM00003772","HEATHROW, UK","1995-10-08",,,"65","76","53"
"UKM00003772","HEATHROW, UK","1995-10-09","0.00",,"65","75","55"
"UKM00003772","HEATHROW, UK","1995-10-10",,,"61","69",
"UKM00003772","HEATHROW, UK","1995-10-11","0.00",,"61","72","54"
"UKM00003772","HEATHROW, UK","1995-10-12",,,"62","70","59"
"UKM00003772","HEATHROW, UK","1995-10-13","0.00",,"61","70",
"UKM00003772","HEATHROW, UK","1995-10-14","0.00",,"61","70","54"
"UKM00003772","HEATHROW, UK","1995-10-15","0.00",,"60","67","54"
"UKM00003772","HEATHROW, UK","1995-10-16",,,"59","68","51"
"UKM00003772","HEATHROW, UK","1995-10-17",,,"61","65","54"
"UKM00003772","HEATHROW, UK","1995-10-18",,,"54","59",
"UKM00003772","HEATHROW, UK","1995-10-19","0.00",,"54","63","46"
"UKM00003772","HEATHROW, UK","1995-10-20",,,"53","58","47"
"UKM00003772","HEATHROW, UK","1995-10-21",,,"50","61",
"UKM00003772","HEATHROW, UK","1995-10-22","0.00",,"53","61","44"
"UKM00003772","HEATHROW, UK","1995-10-23",,,"53","59",
"UKM00003772","HEATHROW, UK","1995-10-24","0.00",,"61",,"53"
"UKM00003772","HEATHROW, UK","1995-10-25","0.28",,"56","61",
"UKM00003772","HEATHROW, UK","1995-10-26",,,"59",,"54"
"UKM00003772","HEATHROW, UK","1995-10-27","0.04",,"56",,
"UKM00003772","HEATHROW, UK","1995-10-28",,,"46","56","39"
"UKM00003772","HEATHROW, UK","1995-10-29","0.00",,"50","58","43"
"UKM00003772","HEATHROW, UK","1995-10-30","0.00",,"51","60","44"
"UKM00003772","HEATHROW, UK","1995-10-31","0.00",,"49","59","40"
"UKM00003772","HEATHROW, UK","1995-11-01",,,"49","57","41"
"UKM00003772","HEATHROW, UK","1995-11-02",,,"46","54","37"
"UKM00003772","HEATHROW, UK","1995-11-03","0.00",,"46","54","39"
"UKM00003772","HEATHROW, UK","1995-11-04","0.00",,"43","52","36"
"UKM00003772","HEATHROW, UK","1995-11-05","0.00",,"40","49","35"
"UKM00003772","HEATHROW, UK","1995-11-06",,,"41","53","30"
"UKM00003772","HEATHROW, UK","1995-11-07","0.00",,"44","52","35"
"UKM00003772","HEATHROW, UK","1995-11-08","0.00",,"53","57","49"
"UKM00003772","HEATHROW, UK","1995-11-09","0.00",,"53","57","50"
"UKM00003772","HEATHROW, UK","1995-11-10","0.26",,"50","52",
"UKM00003772","HEATHROW, UK","1995-11-11","0.10",,"54","59","47"
"UKM00003772","HEATHROW, UK","1995-11-12",,,"56","59",
"UKM00003772","HEATHROW, UK","1995-11-13",,,"53","60",
"UKM00003772","HEATHROW, UK","1995-11-14",,,"51","56","43"
"UKM00003772","HEATHROW, UK","1995-11-15",,,"53","58","48"
"UKM00003772","HEATHROW, UK","1995-11-16","0.04",,"48","54",
"UKM00003772","HEATHROW, UK","1995-11-17",,,"37","42","33"
"UKM00003772","HEATHROW, UK","1995-11-18","0.00",,"36","46","28"
"UKM00003772","HEATHROW, UK","1995-11-19","0.00",,"41","50","33"
"UKM00003772","HEATHROW, UK","1995-11-20",,,"42","50","33"
"UKM00003772","HEATHROW, UK","1995-11-21",,,"49","51","44"
"UKM00003772","HEATHROW, UK","1995-11-22","0.00",,"50",,
"UKM00003772","HEATHROW, UK","1995-11-23","0.00",,"49","54","40"
"UKM00003772","HEATHROW, UK","1995-11-24","0.00",,"53","56","51"
"UKM00003772","HEATHROW, UK","1995-11-25","0.04",,"53","56",
"UKM00003772","HEATHROW, UK","1995-11-26","0.24",,"49","52",
"UKM00003772","HEATHROW, UK","1995-11-27","0.28",,"49","54",
"UKM00003772","HEATHROW, UK","1995-11-28",,,"48","54","41"
"UKM00003772","HEATHROW, UK","1995-11-29","0.04",,"48","54",
"UKM00003772","HEATHROW, UK","1995-11-30","0.00",,"42",,"39"
"UKM00003772","HEATHROW, UK","1995-12-01",,,"47",,"43"
"UKM00003772","HEATHROW, UK","1995-12-02","0.02",,"53","56","47"
"UKM00003772","HEATHROW, UK","1995-12-03","0.06",,"52","54","51"
"UKM00003772","HEATHROW, UK","1995-12-04","0.24",,"44",,
"UKM00003772","HEATHROW, UK","1995-12-05",,"0.4","35",,
"UKM00003772","HEATHROW, UK","1995-12-06","0.06","0.4","32","33","28"
"UKM00003772","HEATHROW, UK","1995-12-07","0.06",,"33","35","31"
"UKM00003772","HEATHROW, UK","1995-12-08",,,"36","41",
"UKM00003772","HEATHROW, UK","1995-12-09","0.00",,"34","43","29"
"UKM00003772","HEATHROW, UK","1995-12-10",,,"31","36",
"UKM00003772","HEATHROW, UK","1995-12-11",,,"39","46","34"
"UKM00003772","HEATHROW, UK","1995-12-12","0.00",,"42","45","34"
"UKM00003772","HEATHROW, UK","1995-12-13","0.00",,"43","47","40"
"UKM00003772","HEATHROW, UK","1995-12-14","0.02",,"40",,
"UKM00003772","HEATHROW, UK","1995-12-15","0.02",,"37","38",
"UKM00003772","HEATHROW, UK","1995-12-16","0.00",,"40","43","35"
"UKM00003772","HEATHROW, UK","1995-12-17",,,"40","42",
"UKM00003772","HEATHROW, UK","1995-12-18",,,"40",,"38"
"UKM00003772","HEATHROW, UK","1995-12-19",,,"42","43","40"
"UKM00003772","HEATHROW, UK","1995-12-20","1.02",,"38","42",
"UKM00003772","HEATHROW, UK","1995-12-21","0.12",,"37",,
"UKM00003772","HEATHROW, UK","1995-12-22","0.51",,"51","56","39"
"UKM00003772","HEATHROW, UK","1995-12-23","0.51",,"43",,
"UKM00003772","HEATHROW, UK","1995-12-24","0.00",,"39","42",
"UKM00003772","HEATHROW, UK","1995-12-25",,,"33","38",
"UKM00003772","HEATHROW, UK","1995-12-26","0.00",,"30","36",
"UKM00003772","HEATHROW, UK","1995-12-27","0.02",,"31","33",
"UKM00003772","HEATHROW, UK","1995-12-28","0.00",,"28","33","25"
"UKM00003772","HEATHROW, UK","1995-12-29","0.00",,"29","37","24"
"UKM00003772","HEATHROW, UK","1995-12-30",,,"31",,"26"
"UKM00003772","HEATHROW, UK","1995-12-31","0.35",,"37","40","33"
"UKM00003772","HEATHROW, UK","1996-01-01","0.00",,"40",,"34"
"UKM00003772","HEATHROW, UK","1996-01-02","0.00",,"43",,"42"
